EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3515,3.0,4.0,3.0,3,3,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3
3516,4.0,3.0,3.0,3,3,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2
3517,2.0,3.0,2.0,3,3,34,No,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3
3518,3.0,3.0,1.0,2,3,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4
3519,4.0,1.0,1.0,1,3,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10
3520,2.0,3.0,2.0,1,3,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13
3521,3.0,1.0,2.0,1,3,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14
3522,2.0,1.0,4.0,2,4,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5
3523,4.0,3.0,3.0,3,4,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7
3524,4.0,2.0,3.0,3,3,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2
3525,3.0,4.0,2.0,1,3,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0
3526,1.0,4.0,3.0,3,4,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7
3527,3.0,,3.0,3,3,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4
3528,3.0,4.0,1.0,3,4,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0
3529,3.0,2.0,4.0,3,3,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4
3530,4.0,1.0,3.0,3,3,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9
3531,4.0,4.0,4.0,3,3,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2
3532,1.0,3.0,2.0,3,3,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3
3533,3.0,1.0,3.0,2,3,32,No,Non-Travel,Research & Development,11,2,Other,1,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0
3534,4.0,1.0,3.0,1,3,56,No,Travel_Rarely,Research & Development,3,2,Other,1,Male,2,Healthcare Representative,Divorced,44490,,Y,15,8,0,28.0,3,5,4,2
3535,,4.0,3.0,3,4,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8
3536,3.0,1.0,3.0,3,3,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0
3537,1.0,3.0,2.0,3,3,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2
3538,4.0,4.0,2.0,1,3,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11
3539,1.0,3.0,2.0,3,3,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2
3540,3.0,3.0,3.0,1,3,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2
3541,4.0,3.0,3.0,2,3,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7
3542,2.0,4.0,2.0,3,3,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3
3543,3.0,4.0,3.0,2,4,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0
3544,3.0,1.0,3.0,3,3,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9
3545,4.0,3.0,3.0,3,3,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0
3546,2.0,3.0,3.0,1,3,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4
3547,1.0,1.0,1.0,4,3,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0
3548,3.0,1.0,3.0,2,3,30,No,Travel_Rarely,Sales,20,3,Marketing,1,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3
3549,2.0,2.0,3.0,4,3,40,No,Travel_Frequently,Sales,9,3,Medical,1,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0
3550,4.0,1.0,3.0,3,4,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2
3551,4.0,1.0,3.0,3,3,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3
3552,4.0,2.0,3.0,3,4,46,No,Travel_Rarely,Research & Development,8,4,Other,1,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3
3553,3.0,1.0,3.0,2,4,35,No,Travel_Rarely,Sales,4,4,Marketing,1,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7
3554,4.0,2.0,1.0,3,3,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0
3555,2.0,3.0,2.0,2,3,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1
3556,3.0,3.0,3.0,4,3,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7
3557,3.0,3.0,2.0,3,3,30,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9
3558,4.0,4.0,3.0,1,3,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17
3559,3.0,4.0,3.0,2,3,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2
3560,4.0,4.0,2.0,3,4,46,No,Travel_Rarely,Sales,9,1,Medical,1,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4
3561,4.0,1.0,4.0,2,3,42,No,Non-Travel,Research & Development,5,4,Medical,1,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3
3562,2.0,4.0,3.0,3,3,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9
3563,3.0,2.0,3.0,3,3,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2
3564,4.0,3.0,3.0,3,3,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7
3565,3.0,1.0,3.0,2,3,36,No,Travel_Rarely,Sales,3,2,Marketing,1,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7
3566,1.0,4.0,3.0,3,3,33,No,Travel_Rarely,Sales,26,2,Marketing,1,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10
3567,2.0,2.0,4.0,1,3,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3
3568,3.0,4.0,3.0,3,4,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1
3569,4.0,2.0,3.0,2,3,30,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7
3570,1.0,1.0,3.0,3,3,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0
3571,3.0,4.0,2.0,2,4,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12
3572,1.0,1.0,2.0,3,4,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8
3573,4.0,3.0,1.0,2,3,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4
3574,1.0,4.0,3.0,3,4,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7
3575,1.0,2.0,4.0,3,3,19,Yes,Non-Travel,Sales,2,2,Other,1,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0
3576,1.0,4.0,3.0,3,4,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2
3577,4.0,4.0,3.0,3,3,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9
3578,3.0,1.0,2.0,3,3,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1
3579,3.0,1.0,3.0,4,3,31,No,Travel_Rarely,Sales,24,1,Marketing,1,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8
3580,3.0,4.0,3.0,3,3,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5
3581,3.0,4.0,3.0,3,3,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7
3582,1.0,3.0,4.0,2,3,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0
3583,3.0,2.0,2.0,3,3,36,No,Travel_Frequently,Sales,5,2,Marketing,1,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7
3584,4.0,2.0,2.0,4,3,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0
3585,1.0,3.0,3.0,3,3,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3
3586,3.0,4.0,3.0,3,3,29,No,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0
3587,4.0,4.0,4.0,3,3,48,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0
3588,4.0,4.0,2.0,3,3,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,2,Healthcare Representative,Divorced,48050,3.0,Y,16,8,1,9.0,2,7,1,7
3589,3.0,3.0,2.0,3,3,34,No,Travel_Rarely,Sales,9,4,Medical,1,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0
3590,2.0,2.0,3.0,3,3,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10
3591,4.0,3.0,3.0,4,3,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8
3592,2.0,4.0,3.0,3,4,19,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1
3593,4.0,3.0,3.0,3,3,23,No,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1
3594,3.0,4.0,3.0,3,3,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0
3595,3.0,4.0,2.0,3,3,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2
3596,1.0,2.0,3.0,3,3,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11
3597,4.0,2.0,3.0,4,4,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0
3598,1.0,3.0,1.0,3,3,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2
3599,4.0,2.0,3.0,1,3,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8
3600,3.0,1.0,3.0,2,3,34,No,Travel_Rarely,Sales,13,4,Medical,1,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2
3601,4.0,2.0,2.0,3,3,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10
3602,4.0,4.0,2.0,3,4,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4
3603,3.0,2.0,4.0,3,3,34,No,Travel_Frequently,Sales,14,4,Medical,1,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10
3604,4.0,3.0,2.0,3,3,28,No,Travel_Frequently,Research & Development,2,3,Other,1,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2
3605,3.0,1.0,2.0,1,3,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13
3606,3.0,2.0,4.0,3,3,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8
3607,3.0,3.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2
3608,2.0,2.0,3.0,3,3,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0
3609,4.0,4.0,4.0,4,3,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17
3610,3.0,2.0,3.0,2,4,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12
3611,1.0,4.0,3.0,3,3,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5
3612,4.0,4.0,3.0,3,3,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2
3613,2.0,3.0,2.0,3,3,51,No,Travel_Frequently,Sales,21,4,Medical,1,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7
3614,3.0,3.0,3.0,3,3,30,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7
3615,2.0,3.0,3.0,3,3,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7
3616,4.0,1.0,2.0,3,3,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2
3617,4.0,2.0,2.0,3,4,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1
3618,3.0,4.0,4.0,3,3,32,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8
3619,2.0,2.0,3.0,3,3,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0
3620,3.0,2.0,3.0,3,3,39,No,Travel_Rarely,Sales,29,1,Marketing,1,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2
3621,1.0,3.0,3.0,1,3,58,No,Travel_Rarely,Research & Development,27,3,Other,1,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2
3622,4.0,3.0,3.0,3,3,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1
3623,3.0,1.0,3.0,2,4,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3
3624,1.0,4.0,3.0,4,3,30,No,Travel_Rarely,Sales,9,1,Marketing,1,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7
3625,4.0,3.0,3.0,2,3,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7
3626,4.0,1.0,4.0,2,3,46,No,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7
3627,3.0,4.0,3.0,2,3,28,No,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5
3628,4.0,1.0,3.0,2,4,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2
3629,4.0,2.0,3.0,2,3,40,Yes,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0
3630,2.0,2.0,2.0,3,3,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7
3631,2.0,1.0,3.0,2,3,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8
3632,1.0,3.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7
3633,4.0,3.0,2.0,2,3,31,No,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6
3634,3.0,2.0,3.0,3,3,41,No,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9
3635,4.0,2.0,4.0,3,3,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2
3636,1.0,1.0,4.0,3,3,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2
3637,3.0,3.0,2.0,2,3,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10
3638,4.0,3.0,3.0,3,3,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11
3639,4.0,2.0,3.0,3,3,56,No,Travel_Rarely,Sales,3,2,Medical,1,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7
3640,3.0,3.0,3.0,3,3,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0
3641,4.0,4.0,2.0,3,4,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6
3642,3.0,4.0,3.0,2,3,40,No,Travel_Rarely,Sales,4,3,Medical,1,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8
3643,3.0,1.0,3.0,2,3,41,No,Travel_Frequently,Sales,1,4,Other,1,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7
3644,3.0,3.0,3.0,2,3,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1
3645,3.0,2.0,3.0,3,3,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10
3646,2.0,1.0,3.0,2,3,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7
3647,3.0,1.0,4.0,4,3,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6
3648,4.0,4.0,2.0,3,3,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2
3649,3.0,1.0,2.0,4,3,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9
3650,2.0,2.0,3.0,1,4,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3
3651,1.0,1.0,2.0,3,3,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13
3652,4.0,4.0,3.0,2,4,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8
3653,3.0,4.0,3.0,3,3,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0
3654,4.0,2.0,2.0,3,3,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3
3655,4.0,4.0,,3,4,18,No,Non-Travel,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0
3656,4.0,4.0,3.0,2,3,35,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0
3657,4.0,4.0,3.0,4,3,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0
3658,1.0,3.0,2.0,4,3,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8
3659,4.0,2.0,3.0,3,3,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9
3660,1.0,3.0,3.0,3,3,34,No,Non-Travel,Sales,1,2,Life Sciences,1,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0
3661,2.0,3.0,3.0,2,3,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8
3662,2.0,3.0,3.0,4,3,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7
