age,gross_income,num_credit_cards,ind_actividad_cliente,num_Products,num_loans,duration,gender_M,segment_Individuals,segment_VIP,tiprel_1mes_I
53,139856.91,0,0,1,0,3597,0,1,0,1
24,33622.56,0,0,1,0,1795,1,0,0,1
48,69929.04,0,1,3,0,748,0,1,0,0
43,197870.76,0,1,3,0,6710,0,1,0,0
33,136225.59,0,0,1,0,713,0,1,0,1
27,184701.87,0,0,1,0,1815,1,0,0,1
53,134007.06,0,0,1,0,5560,0,1,0,1
24,78176.22,0,1,1,0,1500,1,0,0,1
89,370973.61,0,0,0,0,2496,1,1,0,1
23,188232.9,0,0,1,0,1167,1,0,0,1
68,182745.12,0,0,0,0,7151,0,1,0,1
24,187869.63,0,0,1,0,1404,1,0,0,1
41,68294.7,0,0,0,0,4598,1,1,0,1
22,220854.48,0,0,0,0,1110,1,0,0,1
52,224492.07,0,1,2,0,5191,0,1,0,0
22,57667.8,0,0,1,0,1081,0,0,0,1
24,245366.73,0,0,1,0,1060,0,0,0,1
41,138853.26,0,1,1,0,2958,0,1,0,0
26,46271.82,0,0,1,0,1140,1,0,0,1
29,59805.63,0,0,1,0,1455,0,0,0,1
56,239415.21,0,0,0,0,3476,0,1,0,1
37,51752.37,0,1,4,0,1838,0,1,0,0
29,93508.14,0,0,1,0,1769,1,0,0,1
32,218109.03,0,0,2,0,5025,1,1,0,1
22,59651.07,0,1,1,0,1154,1,0,0,0
24,39824.49,0,0,1,0,685,0,0,0,1
45,188879.04,0,0,1,0,7038,1,1,0,1
44,92249.97,0,0,1,0,933,0,1,0,1
59,196783.38,0,1,2,0,4527,0,1,0,0
57,86429.25,0,0,0,0,6142,0,1,0,1
22,82516.56,0,1,1,0,1150,1,0,0,0
21,59069.85,0,1,1,0,732,1,0,0,0
22,121806.09,0,0,1,0,1070,0,0,0,0
20,59234.58,0,1,1,0,377,0,0,0,0
40,141098.01,0,1,3,0,1161,1,1,0,0
44,81806.55,0,1,1,0,1287,0,1,0,0
37,43026.36,0,1,2,0,2992,0,1,0,0
72,40974.78,0,1,2,0,4024,0,1,0,0
21,19973.46,0,0,1,0,719,1,0,0,1
37,68891.19,0,0,0,0,1908,0,1,0,1
45,43706.16,0,1,2,0,388,0,1,0,0
67,238832.4,0,1,2,0,6880,0,1,0,0
41,152063.37,0,1,2,0,4072,0,1,0,0
48,85623.36,0,0,0,0,3379,0,1,0,1
30,105432.21,0,1,1,0,1133,1,0,0,0
63,116487.06,0,0,2,0,5100,0,1,0,1
23,138905.82,0,0,0,0,1416,1,0,0,1
43,109039.35,0,0,0,0,887,1,1,0,1
27,47126.7,0,0,0,0,2081,0,1,0,1
46,114989.7,0,0,0,0,2298,1,1,0,1
24,69889.23,0,0,1,0,1838,0,0,0,1
24,32700.42,0,1,1,0,1790,0,0,0,0
46,228394.71,0,0,1,0,2854,0,1,0,1
41,84131.64,0,1,1,0,2858,1,1,0,0
47,47830.38,0,0,1,0,4077,0,1,0,1
37,78796.38,0,1,1,0,1777,0,1,0,0
71,74920.32,0,1,3,0,7745,0,1,0,0
51,140308.68,0,0,0,0,2210,1,1,0,1
23,98020.08,0,0,1,0,1082,1,0,0,1
25,73032.45,0,0,1,0,1784,0,0,0,1
45,34010.52,0,0,1,0,4577,0,1,0,1
22,49037.22,0,0,1,0,419,1,0,0,1
50,116366.91,0,1,1,0,7632,0,1,0,0
34,63842.58,0,0,0,0,1298,0,1,0,1
24,308266.2,0,0,1,0,1760,0,0,0,1
42,131301.33,0,1,2,0,4628,0,1,0,0
25,69998.19,0,0,0,0,1042,1,0,0,1
54,271735.68,1,1,4,0,6946,0,1,0,0
45,54109.5,1,1,5,0,7279,0,1,0,0
40,41777.46,0,0,1,0,2531,1,1,0,1
58,72044.82,0,0,2,0,4708,1,1,0,1
61,55647.3,0,1,3,0,808,1,0,1,0
37,109773.57,0,0,0,0,1558,1,1,0,1
31,90049.47,0,1,2,0,2253,1,1,0,0
22,203926.59,0,1,1,0,410,1,0,0,0
27,107688.75,0,0,1,0,1756,1,0,0,1
38,108777.69,0,0,1,0,2364,0,1,0,0
64,159326.91,0,1,5,0,5980,0,0,1,0
38,208961.79,0,0,0,0,5179,0,1,0,1
88,282962.4,0,0,0,0,7131,0,1,0,0
74,169396.35,0,1,4,0,5261,1,1,0,0
21,80278.59,0,1,1,0,1097,0,0,0,1
79,90929.34,0,1,2,0,7102,0,1,0,0
35,95047.11,1,1,5,0,1592,1,1,0,0
49,195671.07,0,1,3,0,3757,1,0,1,0
52,44515.32,0,0,2,0,5359,0,1,0,1
56,173012.28,0,0,2,0,3953,1,1,0,1
31,47832.45,0,1,1,0,1224,0,1,0,0
24,44531.49,0,0,1,0,1767,0,0,0,1
77,91677.57,0,0,2,0,5491,1,1,0,1
39,79899.54,0,1,2,0,1010,0,1,0,0
41,122031.42,0,1,1,0,5890,0,1,0,0
34,63268.05,0,1,1,0,817,0,1,0,0
62,79412.55,0,1,2,0,3855,1,1,0,0
76,113020.8,0,0,1,0,5322,0,1,0,1
28,138254.34,0,0,0,0,674,1,0,0,1
66,66429.9,0,0,0,0,4499,1,1,0,1
51,71110.86,1,1,5,0,4988,0,1,0,0
25,40293.54,0,0,1,0,1060,0,0,0,1
40,97044.63,0,0,0,0,1385,0,1,0,1
73,396619.86,0,0,1,0,4521,0,1,0,0
31,110101.29,0,1,1,0,1871,1,0,0,0
25,109647.87,0,0,2,0,5025,1,0,0,1
32,80435.4,0,0,1,0,1741,1,0,0,1
23,91197.54,0,0,1,0,1451,0,0,0,1
22,53561.22,0,0,1,0,706,1,0,0,1
68,135924.33,0,0,0,0,2593,1,1,0,1
21,101418.75,0,0,0,0,647,1,0,0,1
86,212302.26,0,0,1,0,5823,1,1,0,1
30,70813.8,0,0,0,0,1014,0,1,0,1
45,91416.21,0,0,1,0,4587,1,1,0,1
49,66640.62,0,1,2,0,5304,1,1,0,1
20,69141.36,0,0,1,0,676,1,0,0,1
48,60944.82,0,1,1,0,2461,0,1,0,0
44,86924.28,0,1,2,0,2888,1,1,0,1
46,287593.83,0,1,1,0,2907,0,1,0,0
25,155067.81,0,0,1,0,1873,0,0,0,1
72,183433.26,0,1,4,0,3623,0,0,1,0
55,112132.35,0,0,1,0,5328,0,1,0,1
42,73596.6,0,1,4,0,5769,0,1,0,0
21,105353.97,0,1,1,0,793,1,0,0,0
24,319384.68,0,0,1,0,1034,1,0,0,1
55,361496.79,0,1,2,0,4111,0,1,0,0
45,90704.13,0,1,2,0,1014,0,1,0,0
44,163426.68,0,0,1,0,5473,0,1,0,1
44,124709.16,0,0,0,0,5578,1,1,0,1
23,200866.32,0,0,1,0,1754,1,0,0,1
27,20290.5,0,0,1,0,1034,1,0,0,1
39,94009.26,0,1,1,0,759,1,1,0,0
30,71157.69,0,1,1,0,1811,1,0,0,1
75,220819.65,0,1,2,0,5459,0,1,0,0
43,30591.6,0,0,1,0,4329,1,1,0,1
88,326213.82,0,0,1,0,2309,1,1,0,0
37,116297.28,0,1,1,0,3043,0,1,0,0
34,18300.99,0,1,1,0,877,0,1,0,0
24,106034.91,0,0,1,0,5006,0,1,0,1
69,84509.28,0,0,1,0,5886,0,1,0,1
37,151366.2,0,0,1,0,3568,0,1,0,1
24,41207.22,0,0,1,0,1465,1,0,0,1
23,135912.63,0,0,1,0,414,1,0,0,0
20,41124.57,0,0,1,0,418,1,0,0,1
37,140024.13,0,0,1,0,852,1,1,0,1
27,76625.7,0,0,1,0,1125,1,0,0,1
34,72115.47,0,0,0,0,1503,1,1,0,1
50,73144.32,0,1,3,0,4925,0,1,0,0
45,104644.08,0,1,1,0,2545,0,1,0,1
60,54760.11,0,1,3,0,1405,1,0,1,0
24,53437.08,0,0,1,0,1158,1,0,0,1
20,56053.08,0,0,1,0,408,0,0,0,1
23,60060.12,0,0,1,0,647,1,0,0,1
24,112384.56,0,0,1,0,1507,1,0,0,1
53,171112.02,0,0,0,0,4752,1,1,0,1
21,39641.61,0,0,1,0,748,1,0,0,1
52,36418.23,0,0,2,0,5849,0,1,0,1
61,71909.04,0,0,1,0,2900,0,1,0,1
61,100413.36,0,0,1,0,5700,1,1,0,1
24,176560.11,0,0,1,0,1425,0,0,0,1
24,88956.12,0,0,1,0,1091,1,0,0,1
24,83665.41,0,0,1,0,1773,1,0,0,1
27,150023.76,0,1,4,0,1396,1,0,0,0
21,272126.7,0,1,3,0,775,1,0,0,0
21,332526.03,0,0,1,0,780,0,0,0,1
23,214374.3,0,0,1,0,1411,1,0,0,1
41,68000.76,0,1,2,0,2190,1,1,0,1
40,123027.12,0,0,0,0,1794,0,1,0,1
52,443690.46,0,1,2,0,5305,0,1,0,1
24,125446.74,0,1,1,0,1103,1,0,0,0
65,80090.49,0,0,1,0,5627,0,1,0,1
24,41057.52,0,0,1,0,1416,1,0,0,1
61,68377.77,0,0,0,0,478,0,1,0,0
60,318661.41,0,0,1,0,5443,1,1,0,1
53,142473.24,1,1,4,0,1399,0,1,0,0
68,137954.13,0,1,2,0,4876,1,0,1,0
25,74592.93,0,0,1,0,1826,1,0,0,1
59,148528.71,0,1,2,0,4015,0,0,1,0
25,75482.25,0,1,2,0,1074,0,0,0,0
27,152990.79,0,0,1,0,684,0,0,0,1
24,245688.48,0,0,1,0,1158,0,0,0,1
89,147634.38,0,0,1,0,4723,0,1,0,1
22,160256.1,0,0,1,0,1074,1,0,0,1
22,90693.51,0,0,0,0,1070,1,0,0,1
20,42202.65,0,0,1,0,734,0,0,0,1
23,56716.14,0,0,1,0,1094,0,0,0,1
45,114508.11,0,1,4,0,2053,1,1,0,0
23,104135.88,0,0,1,0,1516,1,0,0,1
21,21699.12,0,0,0,0,1083,1,0,0,1
39,18208.77,0,0,1,0,1755,1,1,0,1
40,55054.98,0,1,4,0,4943,0,1,0,0
41,174485.49,0,0,1,0,1412,1,1,0,1
45,48976.44,0,1,2,0,5350,0,1,0,0
22,94928.85,0,1,1,0,392,0,1,0,0
37,62564.7,0,0,2,0,4997,1,1,0,0
24,71655.96,0,0,1,0,1402,1,0,0,1
23,30554.67,0,1,1,0,1083,1,0,0,0
35,96680.34,1,1,3,0,2421,1,1,0,0
28,51945.93,0,1,2,0,675,1,0,0,0
33,58393.02,0,0,1,0,1864,1,0,0,1
21,205749.66,0,0,1,0,713,1,0,0,1
64,206406.3,0,1,1,0,846,1,1,0,0
23,189002.49,0,1,2,0,3751,1,0,0,0
53,72909.99,0,1,1,0,2582,1,1,0,0
56,210486.45,0,1,1,0,2623,1,1,0,0
48,80437.26,0,1,2,0,6691,0,1,0,0
55,50870.31,0,1,1,0,510,1,1,0,0
46,54195.3,0,0,2,0,1460,0,1,0,1
62,135240.27,0,1,2,0,3371,0,0,1,0
40,24180.03,0,1,2,0,2344,0,1,0,0
21,66766.83,0,1,2,0,783,1,0,0,1
20,144519.63,0,1,1,0,510,0,1,0,0
24,58389.21,0,0,0,0,653,0,0,0,1
79,106132.38,0,0,1,0,5344,0,1,0,0
25,52776.66,0,0,1,0,1370,1,0,0,1
32,67878.24,0,0,1,0,1824,1,0,0,1
68,97793.28,0,0,0,0,4049,0,1,0,0
58,119544.96,0,0,1,0,3777,1,1,0,1
24,104609.67,0,0,1,0,1447,0,0,0,1
69,70196.67,0,0,2,0,5301,0,1,0,1
50,62269.56,0,1,1,0,6019,0,1,0,0
49,100118.43,0,0,2,0,5226,0,1,0,1
71,110242.74,0,0,1,0,5367,1,1,0,1
45,76610.94,0,1,4,0,5394,0,0,1,0
24,115765.35,0,1,3,0,1815,1,0,0,0
50,153595.38,0,0,1,0,2966,0,1,0,1
20,7074.66,0,0,1,0,369,0,0,0,1
22,40015.89,0,0,1,0,989,1,0,0,1
21,73780.95,0,1,1,0,1082,1,0,0,0
24,66157.02,0,0,1,0,1440,1,0,0,1
24,34456.59,0,0,1,0,1791,1,0,0,1
59,196073.01,0,1,4,0,5665,1,1,0,0
51,257043.15,0,1,2,0,5262,1,1,0,0
51,57111.87,0,1,1,1,5422,0,1,0,0
25,67971.66,0,0,1,0,1874,1,0,0,1
52,141276.39,0,0,1,0,1154,1,1,0,1
37,128703.09,0,1,2,0,4500,0,1,0,0
46,127362.96,0,0,0,0,2497,0,1,0,1
69,107382.72,0,1,4,0,5718,1,1,0,0
53,245897.4,0,0,0,0,3310,1,1,0,0
45,116691.75,0,0,0,0,3233,0,1,0,1
24,45359.13,0,0,1,0,1826,0,0,0,1
51,71424.42,0,1,1,1,3539,0,1,0,0
23,128392.68,0,1,1,0,1866,0,0,0,0
22,111866.76,0,0,1,0,676,1,0,0,1
23,108742.5,0,0,0,0,414,1,0,0,1
51,91655.88,0,0,1,0,2378,0,1,0,1
21,300609.24,0,0,0,0,711,1,0,0,1
76,400582.47,0,1,2,0,6549,1,1,0,0
23,23460.51,0,0,1,0,1055,0,0,0,1
26,107023.17,0,0,1,0,1824,1,0,0,1
61,142775.25,0,1,4,0,5008,0,1,0,0
69,137991.72,0,0,0,0,4832,1,1,0,0
45,65923.92,0,0,0,0,4832,0,1,0,1
32,51345.36,0,0,1,0,1816,0,0,0,1
21,294693.75,0,0,0,0,745,1,0,0,1
38,93511.62,0,0,1,0,2525,0,1,0,1
23,104677.86,0,0,1,0,1455,0,0,0,1
43,103030.47,0,0,0,0,1150,0,1,0,1
26,49433.28,0,1,2,0,1511,0,0,0,0
38,75519.6,0,0,1,0,1769,0,1,0,1
24,103958.1,0,0,1,0,1752,0,0,0,1
28,43614.69,0,0,1,0,1867,0,0,0,1
64,259475.58,0,1,2,0,6621,0,1,0,0
55,392037.42,0,0,0,0,5246,1,1,0,0
63,49896.75,0,0,2,0,5333,1,1,0,1
23,58527.21,0,0,1,0,719,0,0,0,1
40,93783.0,0,1,2,0,5273,1,1,0,0
24,55115.82,0,0,0,0,1753,1,0,0,1
24,80138.07,0,0,1,0,1873,0,0,0,1
20,138790.47,0,0,1,0,411,0,0,0,0
29,35460.81,0,1,1,0,530,1,1,0,0
63,188879.04,0,0,0,0,6747,0,1,0,1
49,72323.67,0,0,0,0,1948,0,1,0,1
32,130859.85,0,1,1,0,572,0,0,0,0
39,43172.91,0,1,1,0,1434,0,1,0,0
58,334135.41,0,0,0,0,2788,1,1,0,1
35,236484.21,0,0,0,0,1731,1,1,0,1
20,71702.79,0,0,1,0,415,1,1,0,1
62,162290.1,0,0,1,0,6750,0,1,0,1
75,193901.85,1,1,3,0,5695,0,1,0,0
21,64887.81,0,1,1,0,786,0,0,0,0
37,325132.83,0,0,0,0,1951,1,1,0,1
50,297168.69,0,0,0,0,1367,1,1,0,1
54,44954.76,0,1,2,0,6116,1,1,0,0
28,179827.62,0,0,1,0,1046,1,0,0,0
29,74847.69,0,0,1,0,2194,0,1,0,1
40,159585.03,0,1,3,0,5018,0,1,0,0
35,84864.09,0,1,1,0,555,1,1,0,0
53,73744.83,0,0,0,0,6467,0,1,0,1
22,68198.46,0,0,1,0,1142,1,0,0,1
21,59269.92,0,1,1,0,790,0,0,0,0
55,52194.18,0,0,0,0,5736,0,1,0,1
50,195351.18,1,1,3,0,944,1,1,0,0
29,85920.3,0,1,5,0,4563,0,0,0,0
24,84336.96,0,0,1,0,410,1,0,0,1
23,106204.89,0,0,0,0,710,1,0,0,1
51,158650.44,0,1,2,0,5380,0,1,0,0
61,130551.06,0,0,0,0,5989,0,1,0,1
56,97197.24,0,0,1,0,5822,1,1,0,1
36,33294.81,0,1,2,0,3292,0,1,0,0
43,49824.24,0,0,0,0,1476,0,1,0,1
42,42253.53,0,0,0,0,2735,1,1,0,1
63,98715.21,0,1,2,0,759,1,0,1,0
37,173610.6,0,0,0,0,2867,0,1,0,1
23,141620.82,0,0,1,0,1066,0,0,0,1
40,388012.71,0,0,1,0,4659,0,1,0,1
24,79241.58,0,0,1,0,1637,1,0,0,1
26,282316.44,0,1,2,0,1105,1,1,0,0
25,20472.75,0,0,1,0,747,0,0,0,1
30,133006.44,0,1,1,0,1189,0,1,0,1
55,218702.43,0,1,1,0,5938,0,1,0,0
48,422170.14,0,1,1,0,7507,1,1,0,0
23,157480.89,0,1,2,0,992,1,0,0,0
23,140581.41,0,1,1,0,776,1,0,0,0
51,90781.23,0,0,1,0,4552,0,1,0,1
34,149303.64,0,0,0,0,1839,0,1,0,1
45,159792.03,0,1,3,0,6319,1,1,0,0
51,55086.18,0,1,2,0,5409,0,1,0,0
59,38926.2,0,0,0,0,6991,0,1,0,0
51,154348.11,0,1,2,0,5165,0,1,0,0
26,92188.89,0,1,1,0,1501,1,0,0,1
20,169086.21,0,0,0,0,412,0,0,0,1
23,87706.62,0,0,0,0,1135,1,0,0,1
33,56689.89,0,0,0,0,414,0,0,0,0
27,108569.82,0,0,1,0,1142,1,0,0,1
43,363461.28,0,0,0,0,3985,0,1,0,1
55,111500.1,0,0,0,0,6691,0,0,1,0
43,101670.66,0,0,0,0,3754,0,1,0,1
42,168501.75,0,1,2,0,1745,1,1,0,0
22,77384.04,0,0,1,0,1142,1,0,0,1
20,49222.92,0,1,1,0,423,0,0,0,0
41,98562.0,0,0,0,0,544,0,1,0,1
20,40740.9,0,0,1,0,417,0,0,0,1
28,455666.82,0,1,2,0,4955,1,0,0,0
24,176141.7,0,1,4,0,5109,1,0,0,0
22,106549.8,0,0,1,0,426,1,0,0,1
21,199241.73,0,1,2,0,4630,1,0,0,0
47,86360.82,0,0,0,0,4115,0,1,0,1
28,83949.21,0,0,1,0,376,1,1,0,0
41,152942.91,0,1,1,0,627,0,0,1,0
24,68139.87,0,0,1,0,1509,0,0,0,1
48,65120.76,0,0,0,0,3417,0,1,0,1
58,90701.19,0,0,0,0,5126,0,1,0,1
22,179646.72,0,1,1,0,1041,0,0,0,0
24,96000.84,0,1,1,0,1133,0,0,0,0
39,192823.2,0,1,3,0,5753,0,1,0,0
22,54218.25,0,1,1,0,1147,1,0,0,0
21,170649.24,0,0,1,0,699,0,0,0,1
51,79465.8,0,0,0,0,5449,0,1,0,1
26,94842.0,0,1,1,0,1441,1,0,0,1
20,86513.07,0,1,1,0,418,0,0,0,0
26,52738.71,0,1,1,0,1460,1,0,0,1
45,88973.49,0,1,2,0,3527,0,1,0,0
42,54587.58,0,0,2,0,5620,1,1,0,1
81,131072.55,0,1,3,0,5437,1,0,1,0
22,50546.79,0,0,1,0,1090,1,0,0,1
25,158161.89,0,0,1,0,1018,1,0,0,1
68,47144.91,0,1,1,0,3383,1,1,0,0
52,198965.28,0,1,1,0,3440,0,0,1,0
42,26488.53,0,1,2,0,3079,0,1,0,0
34,79285.62,0,1,5,0,1587,0,1,0,0
47,178359.87,0,1,5,0,7415,0,0,1,0
47,56194.95,0,0,1,0,6285,0,1,0,1
21,71883.39,0,1,1,0,776,1,0,0,0
46,275142.45,0,0,1,0,2881,1,1,0,1
75,55948.02,0,1,1,0,4532,0,1,0,1
46,105417.75,0,1,2,0,6071,0,1,0,0
21,55333.44,0,0,1,0,1070,0,0,0,1
37,53144.22,0,1,2,0,909,0,1,0,0
44,51081.6,0,1,4,0,5239,0,0,1,0
77,72689.37,0,0,0,0,3510,1,1,0,1
26,56162.46,0,1,1,0,1053,1,0,0,0
24,98769.57,0,0,0,0,1438,1,0,0,1
59,62113.53,0,0,0,0,608,0,1,0,1
59,122252.37,0,1,2,0,4715,1,1,0,0
63,75662.25,0,1,2,0,3793,0,0,1,0
59,29114.25,0,0,0,0,3182,1,1,0,1
62,79532.46,0,0,0,0,3405,0,1,0,1
39,148227.24,0,1,2,0,3952,0,1,0,0
22,70381.83,0,0,1,0,1165,1,0,0,0
68,152366.82,0,0,1,0,3530,1,1,0,1
26,104432.49,0,1,3,0,3413,1,0,0,0
40,59281.38,0,0,1,0,3397,0,1,0,1
51,97456.38,1,1,3,0,6208,0,1,0,0
25,112557.15,0,0,1,0,437,1,0,0,1
64,135837.6,0,0,1,0,512,0,1,0,1
46,86546.34,0,1,5,0,804,0,0,1,0
76,206177.37,0,0,1,0,5582,0,1,0,1
74,180401.7,0,0,0,0,3392,0,1,0,1
47,89559.03,0,1,2,0,6306,1,1,0,0
35,119776.74,0,1,1,0,618,1,1,0,0
40,36992.79,0,1,1,0,867,1,1,0,0
49,130185.93,0,1,1,0,6409,0,1,0,0
27,54574.32,0,1,2,0,711,0,1,0,0
34,102846.0,0,1,1,0,1227,0,1,0,0
23,133472.55,0,0,1,0,1165,1,0,0,1
54,64213.53,0,1,5,0,4636,0,1,0,0
48,93275.91,0,1,1,0,3499,1,1,0,0
65,73500.33,0,1,4,0,5968,1,1,0,0
63,74392.2,0,0,1,0,3082,1,1,0,1
23,208199.31,0,0,1,0,1515,0,0,0,1
20,79981.05,0,0,1,0,416,1,0,0,0
24,70355.88,0,0,1,0,1872,0,0,0,1
43,90845.97,0,1,1,0,937,1,1,0,0
21,67414.35,0,1,1,0,370,0,0,0,0
43,46259.73,1,1,2,0,979,0,1,0,0
45,42252.03,0,0,0,0,3390,0,1,0,1
71,287684.43,0,1,1,0,5161,0,1,0,0
26,159883.59,0,0,1,0,1843,0,0,0,1
53,81678.36,0,0,1,0,6437,0,1,0,1
22,134007.06,0,0,1,0,1157,1,0,0,1
26,182008.29,0,1,3,0,647,1,0,0,0
52,89805.48,0,1,3,0,4234,0,1,0,0
36,110255.52,0,0,1,0,1070,0,1,0,1
74,180120.12,0,0,2,0,5268,0,1,0,1
22,61602.81,0,0,1,0,774,0,0,0,1
77,84460.68,0,1,2,0,4463,0,0,1,0
39,25754.79,0,1,3,0,1405,0,1,0,0
24,157032.84,0,0,1,0,1803,1,0,0,1
43,104150.25,0,1,2,0,5466,0,1,0,0
21,174839.61,0,0,0,0,726,1,0,0,0
20,114168.0,0,0,1,0,424,0,0,0,1
23,169615.92,0,0,0,0,1245,1,1,0,1
26,148983.96,0,0,1,0,1142,1,0,0,1
57,127388.37,0,0,1,0,2886,1,1,0,1
60,229749.84,0,0,1,0,7033,0,1,0,1
62,87592.32,0,0,0,0,6683,0,1,0,1
64,109967.55,0,0,1,0,5267,1,1,0,1
26,234091.08,0,1,1,0,1451,1,0,0,0
26,26885.58,0,1,1,0,682,0,0,0,0
65,207991.38,0,0,2,0,4212,0,1,0,1
24,172273.2,0,1,3,0,1948,0,0,0,0
30,99363.51,0,1,4,0,1615,0,0,0,0
67,251233.05,0,0,1,0,3527,0,1,0,1
66,81934.53,0,1,2,0,2928,0,1,0,0
33,87181.11,0,1,1,0,1752,1,0,0,0
68,159873.9,0,1,1,0,5696,0,1,0,0
47,274743.99,0,0,0,0,6885,0,1,0,1
24,90154.95,0,0,1,0,1753,0,0,0,1
52,434515.47,0,0,1,0,3925,1,1,0,1
54,132656.25,0,1,4,0,7290,0,0,0,0
24,91392.81,0,1,1,0,1157,0,0,0,1
74,135893.94,0,0,0,0,6799,1,1,0,1
76,169497.81,0,0,0,0,2006,0,1,0,1
55,80659.14,0,0,0,0,4720,0,1,0,1
70,64543.05,0,0,0,0,7818,0,1,0,1
46,44724.33,0,1,3,0,5553,1,1,0,0
21,57288.93,0,0,1,0,779,1,0,0,1
42,61047.27,0,1,1,0,496,0,1,0,0
72,107937.24,0,1,2,0,5777,0,0,1,0
39,185134.41,0,1,1,0,2846,0,1,0,0
89,88456.71,0,1,1,0,4567,0,1,0,0
20,47155.23,0,0,1,0,429,0,0,0,1
22,136057.29,0,0,1,0,1073,1,0,0,1
56,119517.03,0,1,1,0,3286,0,0,1,0
27,20638.2,0,0,1,0,1405,0,0,0,1
72,52438.86,0,0,0,0,3802,0,1,0,1
40,245026.23,0,1,4,0,4267,0,1,0,0
21,151847.73,0,0,1,0,748,1,0,0,1
74,141257.34,0,1,1,0,6493,1,1,0,0
48,110543.49,0,1,2,0,5270,1,1,0,0
42,381623.7,0,1,2,0,3904,1,1,0,0
47,193429.95,0,1,1,0,5658,0,1,0,0
46,138778.59,0,0,0,0,767,0,1,0,1
22,36802.59,0,1,1,0,1098,1,0,0,1
74,70776.09,0,1,4,0,5430,0,0,1,0
59,187597.23,0,0,0,0,3707,0,1,0,1
25,137194.56,0,0,1,0,1788,1,0,0,1
23,30863.31,0,1,1,0,1467,1,0,0,1
58,74219.82,0,1,2,0,2911,0,1,0,0
27,195608.49,0,0,1,0,1046,0,0,0,1
42,57103.5,0,0,1,0,2861,0,1,0,1
27,113317.77,0,1,1,0,993,0,1,0,0
45,67347.39,0,1,2,0,912,1,1,0,0
23,98832.99,0,0,1,0,1061,1,0,0,1
47,149177.55,0,1,1,0,5659,0,1,0,0
67,90450.78,0,1,2,0,3550,0,1,0,0
23,35464.5,0,1,1,0,783,1,0,0,0
65,111882.81,0,1,2,0,3058,0,1,0,0
23,113392.41,0,0,1,0,1447,1,0,0,1
23,49341.69,0,0,1,0,1504,0,0,0,1
22,150552.39,0,0,1,0,404,1,0,0,1
44,44690.49,0,0,1,0,3437,1,1,0,1
24,257733.39,0,1,1,0,1811,1,0,0,1
21,106691.19,0,0,1,0,705,0,0,0,1
25,305131.62,0,0,1,0,1797,1,0,0,1
45,25194.99,0,1,2,0,4699,0,1,0,0
69,95758.92,0,0,0,0,6892,1,1,0,0
35,132108.63,0,1,2,0,1737,1,1,0,0
21,80956.95,0,1,1,0,781,1,0,0,0
39,181042.2,0,0,0,0,3436,1,1,0,1
27,140323.35,0,0,1,0,775,0,0,0,1
37,169275.3,0,0,1,0,4374,1,1,0,1
51,173515.35,0,0,0,0,6030,0,1,0,1
42,169959.18,1,1,5,0,2893,0,1,0,0
23,56409.06,0,0,1,0,1066,1,0,0,1
27,33931.38,0,0,1,0,748,1,0,0,1
29,190724.46,0,0,1,0,1070,0,0,0,1
21,117764.91,0,0,0,0,682,0,0,0,1
46,170354.79,0,1,1,0,7621,0,1,0,0
21,58738.71,0,1,1,0,776,1,0,0,0
44,52558.32,0,0,1,0,4384,0,1,0,1
42,168423.66,0,1,1,0,6915,1,1,0,0
40,55700.55,0,0,0,0,5547,0,1,0,1
29,66126.18,0,0,1,0,1431,1,0,0,1
27,168110.07,0,0,1,0,1146,0,0,0,1
26,94132.41,0,0,0,0,807,1,1,0,1
47,115054.02,0,0,1,0,5212,0,1,0,1
21,60196.71,0,0,0,0,696,1,0,0,1
21,38413.62,0,0,0,0,724,1,0,0,1
21,33381.96,0,0,1,0,696,1,0,0,1
51,250533.99,0,0,0,0,4329,1,1,0,1
24,76619.19,0,0,1,0,716,1,0,0,1
29,124533.0,0,0,0,0,800,0,1,0,1
20,252147.15,0,0,1,0,369,1,0,0,1
49,228520.29,0,0,0,0,5473,0,1,0,1
47,81530.73,0,1,1,0,2321,1,1,0,0
44,151814.25,0,1,1,0,5207,0,1,0,0
30,63717.09,0,0,1,0,662,0,0,0,1
55,143076.84,0,1,3,0,4177,1,1,0,0
40,97463.01,0,0,1,0,4281,0,1,0,1
61,106556.28,0,1,3,0,2958,0,0,1,0
32,74954.94,0,1,1,0,1483,0,1,0,0
25,59210.82,0,0,1,0,1773,0,0,0,1
42,281092.68,0,1,1,0,415,0,1,0,0
45,41184.72,0,1,4,0,853,0,1,0,0
21,231025.08,0,1,1,0,716,0,0,0,0
36,249506.67,0,1,2,0,4010,0,1,0,0
78,184737.0,0,0,0,0,2391,0,1,0,1
24,43983.69,0,1,1,0,1794,1,0,0,0
36,283142.7,0,1,1,0,2580,0,1,0,1
34,42763.95,0,0,0,0,403,0,1,0,0
76,175362.6,0,1,3,0,5762,0,0,1,0
73,113013.03,0,0,1,0,5464,0,1,0,1
22,104449.14,0,1,1,0,1448,1,0,0,0
26,54082.71,0,0,1,0,1451,0,0,0,1
50,122474.46,0,0,1,0,3890,0,1,0,1
42,108389.85,0,1,4,0,2256,1,0,1,0
20,59437.41,0,1,1,0,411,1,0,0,0
55,29547.18,0,0,1,0,3286,0,1,0,1
54,163893.24,0,1,1,0,3048,1,1,0,0
22,62544.45,0,0,1,0,1076,1,0,0,0
